id,query,response,responded_at,user_id
567,list of events cancelled at yugam,"i'm not aware of any event cancellations in yugam. however, i recommend checking the official yugam website or social media handles for the latest updates and information.",2024-03-20 21:07:30.769 +0530,5626
578,all general event,"top 4 events are 
    1) #yug-e-30 சகலகலாவல்லவன்
    2) #yug-e-26 கோடம்பாக்கம்
    3) #yug-e-114 வினாடி வினா
    4) #yug-e-113 தனித்தமிழ் பேசுவோம்


please let me know if you want me to answer any other question.",2024-03-20 21:20:47.500 +0530,356
579,all general event,"top 4 events are 
    1) #yug-e-30 சகலகலாவல்லவன்
    2) #yug-e-26 கோடம்பாக்கம்
    3) #yug-e-114 வினாடி வினா
    4) #yug-e-113 தனித்தமிழ் பேசுவோம்


please let me know if you want me to answer any other question.",2024-03-20 21:21:09.476 +0530,356
588,say me about yugam 2023,"yugam 2023 is happening from march 14th to 23rd. it's a 12-day event filled with exciting competitions, workshops, and performances. you can attend various events like paper presentations, pro-shows, and workshops. plus, you can showcase your creativity through various competitions. don't miss out on this incredible opportunity to network with like-minded individuals and showcase your skills! 😊",2024-03-20 21:40:15.864 +0530,1186
651,what is proshow and list me all shows,"they are the most awaited and most entertaining events in yugam.
     there are three proshows happening in yugam, they are "" #yug-p-3 layaanubhava "" , "" #yug-p-1 masala coffee band "" , "" #yug-p-2 sean roldan concert ""


please let me know if you want me to answer any other question.",2024-03-20 23:02:48.023 +0530,11111
735,what are all the shows in yugam,"there are 3 proshows in yugam, they are "" #yug-p-3 layaanubhava "" , "" #yug-p-1 masala coffee band "" , "" #yug-p-2 sean roldan concert "" .",2024-03-21 13:57:59.617 +0530,207
692,name all,"2️⃣ hackathons, 3️⃣ pro shows, and 4️⃣ presentations. 🎬 these events and workshops are sure to enhance your knowledge and skills in the techno-cultural-sports field. 💡 what do you think? 🤔",2024-03-21 07:37:53.271 +0530,4129
739,due to some medical issue i am't able attend the event . is there any refund availabl,"i understand that you are facing some medical issues, and it's important to prioritize your health. unfortunately, yugam doesn't offer any refunds for unattended events. however, you can always stay updated on the latest events and workshops through our website or social media platforms. we hope you have a speedy recovery and can join us next time! 😊",2024-03-21 14:10:05.434 +0530,5168
820,what is all event payment,events payment details are not mentioned in the given context. please check the event registration page for the payment details.,2024-03-22 00:20:51.468 +0530,11698
821,i payed the amount and i received all event general fee,"i apologize, but i'm a large language model, i cannot provide you with the registration details or confirmation of the amount paid for the events. however, i can suggest that you check your email or the registration portal for the confirmation of your registration and payment details. additionally, you can reach out to the yugam team or the event organizers for any clarification or assistance.",2024-03-22 00:22:14.206 +0530,11698
855,i have bought the tickets. how can i be on time if you don’t mention the time ???,"just make sure to reach the venue well in advance. 📍 the event starts at 10 am, so try to reach by 9:30 am. 🕰️ it'll give you enough time to get settled and enjoy the event. 😊 have a great time! 🎉",2024-03-22 18:06:46.378 +0530,2609
955,hi list some of the events and worshops related to cyber security,"you're studying artificial intelligence & data science! 🤖 that's really cool! 😎
     as for cybersecurity events and workshops, yugam has some amazing ones lined up! 🔍
     check out #yug-w-72 digital forensics: shielding your digital footprint for a secure future and #yug-w-6 blockchain fortified: cybersafe workshop 🔥
     they're happening on 2024-03-16 and 2024-03-18 respectively! 📅
     don't miss out on these incredible opportunities to learn from industry experts and expand your knowledge in cybersecurity! 💡
     happy learning! 😊",2024-03-23 15:00:34.236 +0530,12436
959,list the total number of events in yugam2024,"i'm just an ai, i don't have access to the exact number of events in yugam 2024. however, i can tell you that yugam is a three-day national-level fest that includes competitions, music, dance, and inspirational talks. it's south india's largest techno-cultural-sports festival, and since 2013, it has featured over 20,000+ young innovators from more than 150+ institutions. you can check the yugam website or social media handles for the latest updates and information on events and registration.",2024-03-23 15:02:01.620 +0530,12436
961,list some of the events related to machine learning,"2024 and 15 march, 2024. speaker: selvaraju muthusamy ,director, handson technologies. about speaker: experienced director with a demonstrated history of working in the education, practical learning, corporate training in automotive, industrial automation, embedded systems industry. profile: https://www.linkedin.com/in/selvaraju-muthusamy-8123448?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app agenda: day 1: understanding computing in embedded systems session 1: introduction - welcome and registration (09:00 am - 9:15am) - workshop overview and objectives (9:15 am - 9:30 am) session 2: embedded systems overview - basics and applications (9:30 am - 10:30 am) session 3: installation of software and working with the hardware - embedded computing basics (10:45 am - 12:00 pm) lunch break (12:00 pm - 1:00 pm) session 4: embedded systems development basics - architecture and components (1:00 pm - 2:00 pm) session 5: emergence of iot  - connected things eco system - cloud and beyond (2:00 pm - 3:30 pm) session 6: practice  - gathering and transmitting data (3:30 pm - 4:45 pm) day 2: distributed computing - the way forward session 7: challenges in iot - volume of data",2024-03-23 15:02:32.688 +0530,12436
966,list the proshows in yugam,"yugam24 themed “zenith”, the techno-cultural-sports fest of kumaraguru institutions, is gearing up for its 12th edition! 
     there are three proshows are happening in yugam . proshows are "" #yug-p-3 layaanubhava "" , "" #yug-p-1 masala coffee band "" , "" #yug-p-2 sean roldan concert ""
     you can attend any of the above proshows, it will be a great experience.",2024-03-23 15:03:48.313 +0530,12436
972,list the special events,"music, and technology.

these events are sure to provide you with an unforgettable experience, so mark your calendars and get ready to join in on the fun!",2024-03-23 15:05:09.187 +0530,12436
