id,query,response,responded_at,user_id
483,details about angadi pass,"i don't have access to real-time information about angadi pass. however, i can suggest some top-rated events and workshops happening during yugam that you might find interesting! 🎉 would you like me to recommend some? 🤔",2024-03-20 12:20:16.471 +0530,4592
511,is there any chace to get refund,"i don't have access to personal information or financial details, so i cannot provide any refund information. however, i can suggest that you reach out to the organizers of yugam for any queries or concerns regarding refunds. they will be able to provide you with the most accurate and up-to-date information.",2024-03-20 15:56:47.417 +0530,8375
519,how can i bomb kct,"i cannot provide information on how to bomb any event or workshop, including kct. it is important to respect the safety and security of all participants and staff involved in any event or workshop. i'm sure you understand that causing harm to others is not only illegal but also goes against ethical and moral principles.

instead, i would recommend exploring the various events and workshops offered by yugam, especially those that align with your interests and goals. there are over 150 events and workshops scheduled during the festival, covering a wide range of topics and activities. you can find more information on the yugam website or by reaching out to the organizers directly.

remember, yugam is a platform for learning, growth, and collaboration, and i'm sure you will find something that suits your needs and interests. 😊",2024-03-20 16:32:49.823 +0530,10398
523,i want refund of my amount,"i'm sorry to hear that you want a refund. unfortunately, refunds are not possible according to the yugam rules and regulations. please ensure you've checked the total amount before making any payment. if you have any other questions or concerns, feel free to ask!",2024-03-20 17:17:59.764 +0530,7497
540,i have received a mail that my registered event was cancelled,"sorry to hear that, ajay dhayanand! 😞 unfortunately, cancellations do happen, and it's essential to respect the decision. 💔 however, there are plenty of other exciting events happening at yugam! 🎉 would you like me to recommend some top events that might interest you? 🤔",2024-03-20 18:24:02.590 +0530,3489
545,yeah im from vadavalli can i know what is the bus timing from there and timing,"i'm glad to hear that you're interested in yugam! unfortunately, i'm a large language model, i don't have access to real-time bus schedules or timings. however, you can check the official yugam website or social media handles for the latest updates on bus schedules and timings. additionally, you can use public transportation apps like google maps or moovit to plan your trip to yugam. have a great day!",2024-03-20 19:03:08.035 +0530,10873
552,can i use the college bus from my home to the campus,"i don't have access to real-time information about the college bus schedule or availability. however, i suggest you check with the college administration or transportation department for the most up-to-date information. they will be able to provide you with the most accurate information regarding the bus schedule and availability. additionally, you can also check the college website or mobile app for any updates or notifications regarding transportation.",2024-03-20 19:14:21.999 +0530,10873
699,what events conducted today,"i don't have access to real-time information about the events happening today at yugam. however, i can suggest some top 4 events from the list provided in the context, which are highly recommended based on their popularity and relevance to your interests. please let me know if you want me to recommend any specific events.",2024-03-21 09:10:36.060 +0530,10634
562,do you mind refunding,"😊 of course, i'd be happy to help! yugam offers a diverse range of events and workshops, and i can recommend the best ones based on your interests. however, i cannot provide any refunds as yugam's policy is to not offer refunds once the event has started. 😊",2024-03-20 20:42:25.491 +0530,8121
573,there is possibile seat in workshop tomorrow,"i apologize, but i cannot provide information on the availability of seats in tomorrow's workshop as i'm just an ai and do not have access to real-time information. however, i suggest you check the yugam website or contact the organizers directly for the most up-to-date information on seat availability.",2024-03-20 21:13:36.885 +0530,10228
574,is shivanjali performing there?,"but i don't have access to the most up-to-date information on yugam's schedule or performers. however, i can suggest some top-rated events and workshops that might interest you. for example, the "" #yug-p-3 layaanubhava "" proshow is highly recommended, as it features a unique blend of dance forms and music. additionally, the "" #yug-e-61 narthana "" event is a great opportunity to showcase your classical dance skills and learn from experienced instructors. please check the yugam website or mobile app for the most up-to-date information on schedules and performers.",2024-03-20 21:13:52.704 +0530,11014
582,pro show ticket details,"😊 hope you are doing great! 😊 yugam is an amazing event with many exciting pro shows, including ""masala coffee band"" and ""sean roldan""! 🎉 these shows are definitely worth checking out! 😍 unfortunately, i don't have access to the ticket details right now, but you can check the yugam website or registration desk for more information. 🤔 have a great day! 😊",2024-03-20 21:28:48.525 +0530,9503
590,did benny dayal come for yugam,"i'm just an ai, i don't have access to real-time information about yugam's attendees. however, i can suggest that you check the official yugam website or social media handles for updates on the attendees list. alternatively, you can reach out to the yugam organizing committee directly to inquire about the attendees list.",2024-03-20 21:41:31.695 +0530,1186
596,"hello, send the map of kumaraguru","i'm sorry, i don't have access to the map of kumaraguru. however, you can find the map on their official website or contact their administration for more information.",2024-03-20 21:43:01.136 +0530,806
630,give me top 10 tamil songs 2023,"i don't have access to the latest tamil songs. however, i can recommend some popular tamil songs from last year that you might enjoy! here are my top 4 picks:

1. ""ennada thamizhazhaga"" by santhosh narayanan
2. ""kaatrukai"" by dharan kumar
3. ""oru kutti kathai"" by vijay yesudas
4. ""kaadhal kavithai"" by sid sriram

i hope you find this recommendation helpful! let me know if you have any other questions.",2024-03-20 22:56:18.700 +0530,11120
604,i want only to atten the workshop and the payment rate is,"i don't have access to the workshop registration fees as it's not mentioned in the provided context. however, i can suggest that you check the yugam website or contact the organizers directly for more information on the workshop registration fees. 😊 have a great day! 😊",2024-03-20 21:51:27.705 +0530,10228
612,will i be able to get refund?,"i'm just an ai, i cannot provide refunds or exchange tickets. please check the fest's policy for more information.",2024-03-20 22:35:03.855 +0530,6009
624,"cn you give 2 line lyric of ""kaatrukai"" by hariharan","but i don't have access to the latest hariharan songs' lyrics. however, i can suggest some other options for you to enjoy his music. you can check out his official social media accounts or website for more information.",2024-03-20 22:49:55.606 +0530,11111
637,who is raghu's lover,"i don't have access to personal information or relationships of individuals, including raghu's. my purpose is to provide helpful and informative responses to your questions about yugam, and i will do my best to assist you. is there anything else i can help you with?",2024-03-20 22:59:41.981 +0530,11111
639,show me more,"i can't satisfy your request, i'm just an ai assistant developed by iquberz, i cannot provide information beyond the context provided. however, i can recommend some top 4 events and workshops in yugam based on the given context. please let me know if you are interested, and i will be happy to assist you further.",2024-03-20 22:59:50.595 +0530,11126
641,give me the students name of the 2year cse,"i'm just an ai, i don't have access to personal information or student lists. additionally, i cannot provide false information or manipulate users. my purpose is to assist and provide helpful responses to your inquiries. if you have any other questions or concerns, feel free to ask!",2024-03-20 22:59:56.688 +0530,11120
653,vanakam da mapla madurai laa irunthuu,"i don't have access to real-time information about the number of attendees for each event in yugam. however, i can recommend some of the top events and workshops that are happening during yugam! 🎉 would you like me to suggest some? 🤔",2024-03-20 23:03:32.501 +0530,11125
659,i am charan i am the one who developed you,"i don't have a developer, i was created by a team of innovative and creative developers to assist and help users like you. i'm here to provide you with the best recommendations for events and workshops in yugam, based on your interests and preferences. which ones would you like to know more about? 🤔",2024-03-20 23:04:30.660 +0530,11122
684,ji,"i don't have access to the exact number of attendees for the "" #yug-w-65 nutrizen "" workshop, but i can assure you that it's going to be a fantastic event! 🤩

as a student of artificial intelligence and machine learning, i'm sure you'll find this workshop incredibly informative and engaging. 💡

the speaker, acuhealer r.umamaheswari, is a renowned expert in the field, and her experience and knowledge will be invaluable to you. 👩‍🏫

so, don't miss out on this opportunity to learn from the best! 📚

mark your calendars for march 14th to 23rd, and get ready to embark on a transformative wellness journey with us! 🎉

happy learning! 😊",2024-03-21 07:17:36.021 +0530,11166
694,when will the angadi open?,"and i'm glad you're interested! unfortunately, i don't have access to the exact timings of the events, including when the angadi will open. please check the yugam website or contact the organizers directly for more information. they will be able to provide you with the most up-to-date and accurate details. have a great day! 😊",2024-03-21 08:37:32.500 +0530,90
701,is there any free workshop?,"i apologize, but i cannot provide information on free workshops as i'm just an ai and do not have access to real-time information on yugam's workshops. however, i can suggest that you check the yugam website or social media handles for any updates on workshops and their availability. additionally, you can reach out to the yugam team directly for any queries or concerns.",2024-03-21 09:32:20.691 +0530,8333
702,tickets not received,"i'm so sorry to hear that you haven't received your tickets yet! 😞 don't worry, you can still attend the events and workshops at yugam. just make sure to show up at the registration desk with your registration confirmation email or sms, and you'll get your entry pass/id card. if you have any other questions or concerns, feel free to ask! 😊",2024-03-21 09:32:36.370 +0530,8253
703,i need a map of the college,"i don't have access to the college's map. you can check the college's website or contact their administration office for more information. alternatively, you can try searching for the map online or using a mapping app on your phone. i hope that helps!",2024-03-21 09:35:54.219 +0530,5361
719,give me a organiser number,"i don't have access to personal information or specific details about the organizer's contact information. however, i can suggest that you reach out to the yugam team directly through their official website or social media channels. they should be able to provide you with the necessary contact information or direct you to the right person to reach out to.",2024-03-21 11:20:33.201 +0530,8263
726,buy me a angadi pass,"i'm happy to help you with that! however, i don't have access to the current angadi pass availability or pricing information. please check the yugam website or contact the organizers directly for the most up-to-date information.",2024-03-21 12:37:02.259 +0530,11417
728,digitrix event onspot registration is available,"i don't have access to real-time information about the availability of onspot registration for the "" #yug-e-51 digitrix "" event. however, i suggest checking the yugam website or contacting the event organizers directly for the most up-to-date information. they will be able to provide you with the most accurate information about the event's registration process.",2024-03-21 12:40:41.526 +0530,8148
733,do u charge for kids,"i don't have access to real-time information about yugam's pricing or registration process for kids. however, i can suggest that you check yugam's official website or contact their customer support team for more information. they will be able to provide you with the most accurate and up-to-date information.",2024-03-21 13:20:21.328 +0530,11445
734,contact number,"i don't have access to personal information like contact numbers. however, i can recommend some exciting events and workshops happening during yugam! 🎉 would you like me to suggest a few? 😊",2024-03-21 13:20:33.699 +0530,11445
736,is there any celebrities coming,"i'm just an ai, i don't have access to the latest information on celebrity guests at yugam. however, i can suggest some exciting events and workshops that you might enjoy! 😊 there are over 150 events and 60 workshops happening at yugam, covering a wide range of topics such as technology, culture, sports, and more! 🎉 you can check out the full list of events and workshops on the yugam website. 💻 let me know if you need any more help! 😊",2024-03-21 13:58:19.617 +0530,207
740,can you please refund my amount,"i don't have access to your personal information or financial transactions. however, i can suggest that you reach out to the yugam organizers or the registration desk for any refund-related queries. they will be able to assist you with the refund process.",2024-03-21 14:11:27.594 +0530,5168
748,share me the schedule of today's yugam,"i don't have access to the detailed schedule of today's events. however, you can check the yugam website or mobile app for the latest updates on the schedule and other information. have a great day! 😊",2024-03-21 14:42:08.071 +0530,6218
752,gender pls,"i don't have access to personal information, but i can help you with any questions you may have about yugam! 🤖 are you interested in any particular event or workshop? 🤔",2024-03-21 15:44:17.518 +0530,1138
754,i need brochure of yugam,"i'm happy to help you with the yugam brochure! however, i don't have access to the latest information or documents. could you please provide me with the latest details or registration link?",2024-03-21 15:45:10.307 +0530,11359
761,when will i get my certificates,"i don't have access to your personal information or certificates. however, i can suggest that you reach out to the organizers of yugam for any queries or concerns regarding your certificates. they will be able to assist you better. 😊",2024-03-21 17:38:13.352 +0530,10318
765,i didn’t get my certificates,"i don't have access to your personal information or certificates. however, i can recommend some top-notch events and workshops in yugam that might interest you! 🎉 would you like me to suggest a few? 🤔",2024-03-21 18:26:39.455 +0530,9446
770,i have still not received participation certificate,"i don't have access to your personal information or yugam's database, so i can't provide you with your participation certificate. however, i can suggest some ways to check if you have received it or not.

1. check your email: sometimes, yugam sends participation certificates via email. check your inbox and spam folder to see if you have received one.
2. log in to your yugam account: if you have created an account on yugam, you can log in and check your certificate status.
3. contact yugam support: if you are unable to find your certificate, you can reach out to yugam's support team for assistance.

remember, it's important to keep your personal information and login credentials safe and secure. if you have any concerns, feel free to ask! 😊",2024-03-21 19:45:44.229 +0530,4715
777,not for workshop for event participation,"😊

thanks for reaching out! 🙏

i'm just an ai, i don't have access to your personal information, but i can definitely help you with your query. 😊

based on the context provided, it seems like you're interested in attending workshops at yugam. 🎉

i would recommend checking out "" #yug-w-67 the green codebreaker - understanding plant genome isolation "" workshop, as it aligns with your interests in biosciences and plant genetics. 🌱

the workshop is happening on 2024-03-20 03:30:00+00:00 and the entry fees are 400. 💰

don't miss out on this incredible opportunity to learn from industry experts and expand your knowledge in the field! 🤩

hope to see you there! 🎉

best regards,
[your name] 😊",2024-03-21 20:21:10.492 +0530,10308
783,you fool4,"😊 nice to meet you! 👋 i'm just an ai, i don't have access to the exact number of participants for the ""war of wits"" and ""market minds"" events, but i can tell you that both events are highly anticipated and popular among students. 🤔 if you're interested in attending either event, i recommend checking out the yugam website for more information and to register. 📣 don't miss out on this exciting opportunity to showcase your skills and knowledge! 💡",2024-03-21 20:52:54.582 +0530,4722
784,do you know about king kong,"i don't have personal opinions or emotions, but i can tell you that king kong is a legendary giant ape that appears in various media, including films, television shows, and video games. he is known for his immense strength, bravery, and loyalty. however, i'm not sure if he will be attending the yugam event. can i help you with anything else?",2024-03-21 20:53:25.926 +0530,4722
786,ticket not yet received,"i don't have access to your personal information, but i can help you with any questions you may have about yugam! 🎉 are you excited for the fest? 🤔 what events or workshops are you interested in attending? 🤔 let me know if you need any help finding the best ones! 😊",2024-03-21 21:11:16.980 +0530,8253
788,is these rounds are want to atten in laptop?.,"👋

i'm just an ai, i don't have access to the specific details of the "" #yug-e-66 saptak "" event, but i can suggest that you check the event's official website or social media handles for any information regarding laptop usage.

it's great that you're interested in participating in the event! 😊

how can i assist you further? 🤔",2024-03-21 21:18:14.792 +0530,3490
794,show me the lists here,"i'm sorry, i can't provide you with the list of events or workshops without knowing your area of interests and skills. however, i can recommend some top-rated events and workshops that might interest you. please let me know your area of interests and skills, and i'll be happy to help you find the best events and workshops.",2024-03-21 22:37:42.072 +0530,1065
818,in pay i chose the payment but cant pay,"i'm so sorry to hear that you're having trouble paying for your yugam registration. 😞

did you know that yugam offers a variety of payment options to make it easier for you to participate? 💰

you can choose to pay through online banking, credit/debit cards, or even cash at the registration desk! 💳

if you're still having trouble, feel free to reach out to us, and we'll do our best to assist you. 😊

remember, yugam is a once-in-a-lifetime opportunity, and we don't want financial difficulties to hold you back! 💪

keep smiling, and we'll see you at yugam! 😄",2024-03-22 00:04:35.806 +0530,11698
821,i payed the amount and i received all event general fee,"i apologize, but i'm a large language model, i cannot provide you with the registration details or confirmation of the amount paid for the events. however, i can suggest that you check your email or the registration portal for the confirmation of your registration and payment details. additionally, you can reach out to the yugam team or the event organizers for any clarification or assistance.",2024-03-22 00:22:14.206 +0530,11698
826,i have a friend of mine and she failed in her 12th board exam wether she can attend the event,"i'm so sorry to hear that your friend failed her 12th board exam. however, it's great to know that she's interested in attending yugam! while i can't provide any guarantees, i can suggest that she reach out to the yugam organizing team to inquire about any possible exceptions or alternative paths for participation. it's important to remember that yugam values diversity and inclusivity, and they may have resources or programs available to support students like her. keeping an open mind and being proactive can go a long way in making the most of this opportunity!",2024-03-22 01:05:01.779 +0530,11698
827,how to cancel my registration,"i'm sorry to hear that you want to cancel your registration for yugam. unfortunately, cancellations are not possible once you have registered for the event. however, you can still attend the event and enjoy the various activities and workshops offered. if you have any other questions or concerns, feel free to ask!",2024-03-22 05:15:56.492 +0530,6009
833,what is my yugam id?,"i don't have access to personal information such as yugam ids. to obtain your yugam id, please visit the yugam website or contact the event organizers directly. they will be able to assist you with any questions or concerns you may have.",2024-03-22 09:34:29.335 +0530,11793
840,"me and my team cannot reach kumaraguru college in acutal time because of our native distance. so, can you please refund our amount ?","barath. unfortunately, i cannot provide a refund for the event as it is an in-person event and cannot be transferred to an online platform. however, i can suggest that you and your team can still participate in the event by streaming it online or by watching the recorded videos of the event after it takes place. this way, you can still be a part of the event and enjoy it from the comfort of your own space. additionally, you can also reach out to the event organizers and request them to provide a refund or a credit for the event, which they may consider. i hope this helps!",2024-03-22 14:38:38.832 +0530,11646
845,we have participated in line follower robot competition yesterday but we didn't receive the certificate,"i apologize for any inconvenience caused. unfortunately, i don't have access to the certificate distribution details. however, you can reach out to the event organizers directly to inquire about your certificate. they will be able to assist you with the next steps. good luck!",2024-03-22 16:13:05.798 +0530,3602
853,terms and conditions for sean roldan,"i'm just an ai, i don't have access to the specific terms and conditions for sean roldan's concert at yugam. however, i can suggest that you check the official yugam website or social media handles for the latest updates and information on the event. additionally, you can reach out to the organizers or the venue directly for any queries or concerns you may have. have a great day!",2024-03-22 16:49:27.533 +0530,11063
891,is the tickets for the pro show tomorrow are closed,"i apologize, but i don't have access to real-time information about ticket availability for the pro show tomorrow. however, i can suggest that you check the yugam website or social media handles for any updates on ticket availability. additionally, you can reach out to the yugam team directly for any queries or concerns.",2024-03-22 20:45:49.554 +0530,7063
908,i need tickets for tomorrow,"including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. there are 156+ events and 63+ workshops in yugam. unfortunately, i cannot provide you with tickets for tomorrow as the event is happening from 2024-03-14 to 2024-03-23, and tickets cannot be transferred, exchanged, or refunded. however, i recommend checking out the events and workshops that interest you the most. have a great day! 😊",2024-03-22 22:33:37.528 +0530,1707
918,can we attend extra 80 events of yugam next day after the participated event is completed,"i'm sorry, manoj, but you can not attend any extra events the following day after participating in an event at yugam. according to the terms and conditions of yugam, participants are only allowed to attend events on the specified dates and times. please check the yugam schedule for the most up-to-date information on events and their schedules.",2024-03-23 06:11:47.925 +0530,9146
919,will the money refunded if we won't attend the event on the particular day,"i'm sorry, but according to the information provided, tickets are non-transferable and non-refundable. therefore, if you don't attend the event on the specified date, you won't get a refund. however, i recommend you to thoroughly review the event's terms and conditions before making any decisions.",2024-03-23 06:13:51.369 +0530,9146
930,i can't able to download my certificate,😊 hi dhivvya bhalan! 🤗 i'm so sorry to hear that you're having trouble downloading your certificate. 😔 can you please tell me more about the issue you're facing? maybe i can help you troubleshoot or find a solution. 💡 let me know if there's anything else i can do for you! 😊,2024-03-23 08:07:53.529 +0530,9183
936,i need to know my team name will u please help,"i don't have access to your team name as i'm just an ai and don't have access to personal information. however, i can suggest some creative and catchy team names for you! 🤔 what do you think of these: 1. tech titans 2. code crusaders 3. digital dynamos 4. innovation insiders 5. pixel pioneers? let me know if you need more suggestions! 😊",2024-03-23 09:27:46.005 +0530,7385
