id,query,response,responded_at,user_id
145,ok,"including "" #yug-w-24 மொழியியலின் பரிணாமம் "" workshop, which aligns with your area of study and interests! 🤔 it's a great opportunity to learn from industry experts and network with like-minded individuals. 💻 plus, it's happening on 2024-03-22 04:30:00+00:00, so mark your calendars! 📅 the entry fee for the workshop is 550, but it's worth it for the knowledge and experience you'll gain! 💰 so, what do you say? are you ready to take the leap and join us at yugam? 😃",2024-03-19 15:13:41.569 +0530,2547
147,team form option not available,"thanks for reaching out! yes, you are correct. unfortunately, the team form option is not available for the "" #yug-e-123 bgmi squad "" event. however, you can still participate in the event as an individual player. don't worry, we have plenty of other exciting events and workshops lined up for you to enjoy! which one would you like to attend? 😊",2024-03-19 15:33:42.516 +0530,10093
148,trendz 2024,"confidence, and self-expression. witness the transformation of raw talent into breathtaking creations, and let the rhythm of the music guide you through a mesmerizing journey into the realm of fashion. 💃🕺 you should totally attend it! 😍 what do you say? 🤔",2024-03-19 15:34:11.909 +0530,10093
149,how to pay registration fee,"you can pay the registration fee through online or offline mode. for online payment, you can use credit/debit cards or net banking. for offline payment, you can visit the registration desk near the main gate and pay in cash or through credit/debit cards. please ensure to carry a valid id proof for verification purposes.",2024-03-19 15:34:37.385 +0530,10093
150,when is the last date for paying,thank you for reaching out! the last date for paying the registration fee for yugam is on 2024-03-20. please make sure to register and pay the fee on or before this date to avoid any inconvenience.,2024-03-19 15:35:13.981 +0530,10093
151,offline payment last date?,but you can check the yugam website or contact the organizers directly for more information. they will be able to provide you with the most up-to-date information.,2024-03-19 15:35:43.214 +0530,10093
152,procedures to follow using link for trendz,"kindly follow the link provided: https://yugam.in/e/trendz24 🔗

you'll find all the details you need to join this amazing event, including the date, time, location, and entry fee. 📅 don't miss this incredible opportunity to showcase your talents and connect with like-minded individuals! 💖

best of luck, and i hope to see you there! 😊",2024-03-19 15:36:21.898 +0530,10093
154,can a individual participate in trendz 24,"😊 yes, absolutely! trendz 24 is open to all individuals who are passionate about fashion and modeling. it's a great opportunity to showcase your creativity and talent on the runway. why not give it a try? 😉",2024-03-19 15:37:18.883 +0530,10093
156,can the designer & model be the same person?,"thank you for reaching out! yes, the designer and model can be the same person. in fact, many designers enjoy working on both the design and modeling aspects of a project. it can be a great way to bring your ideas to life and see them take shape in a tangible form.

     if you're interested in attending the ""yug-w-20 idea sculpt"" workshop, it's a great opportunity to learn more about clay modeling and how to use it in your design process. the workshop will cover everything from the basics of clay modeling to more advanced techniques, and you'll have the chance to work on your own projects and get feedback from the speaker, mr. ravi robin.

     don't miss out on this valuable opportunity to enhance your skills and knowledge in the field of design!

     best regards,
     [your name]",2024-03-19 15:37:50.957 +0530,10093
157,refund,"🤔 refund? 🤔

i'm just an ai, i don't have access to yugam's refund policy. however, i can suggest that you reach out to yugam's organizers or check their website for more information on their refund policy. 😊",2024-03-19 15:39:50.676 +0530,58
166,why my mail id is not verified?,"shreemathi! 😞 verifying your email address is an essential step to fully experience yugam. please check your inbox and spam folder for the verification email sent by us. if you still can't find it, feel free to reach out to us, and we'll be happy to help you with the process. 😊",2024-03-19 15:50:25.157 +0530,9924
175,y i didn't get any whatsapp message regarding event,"😃 yugam is just around the corner! 🎉 you must be excited to attend the most awaited event of the year! 🤩 don't forget to mark your calendars for march 14th to 23rd, and get ready to witness some amazing performances, workshops, and events! 🎭🎨🎤 stay tuned for more updates, and we'll make sure you don't miss a thing! 😉",2024-03-19 15:52:28.784 +0530,9924
182,is refund policy available?,"i don't have access to the refund policy of yugam. however, i can suggest that you check the official website or contact the organizers directly for more information. they will be able to provide you with the most accurate and up-to-date information regarding refunds.",2024-03-19 16:13:35.596 +0530,6843
213,how to transfer my pass,"i don't think it's possible to transfer your pass to someone else. according to the rules and regulations of yugam, tickets cannot be transferred, exchanged, or refunded. so, you won't be able to transfer your pass to someone else. 😊",2024-03-19 18:06:05.560 +0530,4548
406,should i bring my laptop?,"bringing laptop is not necessary for yugam, as there are no technical events or workshops that require it. however, you may want to bring it for note-taking or for any other personal use.",2024-03-19 23:23:47.364 +0530,10373
185,does the box e tickets of yugam proshow have seating,"i don't have access to the seating arrangement of the pro show in yugam. however, i can suggest that you check the yugam website or contact the organizers directly for more information on the seating arrangement. they will be able to provide you with the most accurate and up-to-date information. have a great day!",2024-03-19 16:50:24.479 +0530,1789
190,list out the events,"#yug-e-26 கோடம்பாக்கம், #yug-e-114 வினாடி வினா, and #yug-e-113 தனித்தமிழ் பேசுவோம். these events are highly recommended as they are 
     well-organized, well-attended, and offer a great opportunity to network and learn new skills. don't miss out on these 
     events!",2024-03-19 17:12:28.991 +0530,1682
191,list out technical events,"i'm just an ai assistant, i don't have access to real-time information about upcoming events. however, i can suggest some popular technical events happening in yugam this year. check out the yugam website for more details! 😊",2024-03-19 17:12:43.812 +0530,1682
194,list out any the technical events,"based on your interests and skills. these events are sure to provide you with an exciting experience and help you learn something new.

1. #yug-e-39 techsynergy - this event is all about showcasing your technical skills and creativity through circuit design, electronic troubleshooting, energy harvesting, and simulation software. it's a great opportunity to meet like-minded people and learn from industry experts.

2. #yug-e-114 வினாடி வினா - this event is perfect for those interested in coding and solving complex puzzles. you'll have a blast unraveling mysteries with fellow enthusiasts and learning new skills.

3. #yug-e-104 enigma - this event is all about diving into the world of coding and discovering how solving complex puzzles can be a piece of cake. you'll experience the thrill of unraveling mysteries while having a blast with fellow enthusiasts.

4. #yug-e-234 cyberwarriors - this event is designed for those interested in cybersecurity and networking. you'll learn about the latest trends and technologies in the field and have the opportunity to showcase your skills through hackathons and other activities.

i hope you find these recommendations helpful and interesting!",2024-03-19 17:17:10.334 +0530,1682
195,good,"😊 hey jeyanth! 👋 yugam is an amazing event with a wide range of activities! 🎉 i recommend checking out the following top 4 events/workshops:

1. technical competitions - showcase your coding skills and win exciting prizes! 🏆
2. cultural showcases - experience the richness of kumaraguru institutions' culture! 🎨
3. literary events - get inspired by the works of talented writers and poets! 📚
4. pro shows - be mesmerized by the performances of professional artists! 🎭

these events are sure to leave you awestruck and inspired! 😍 what do you think? 🤔",2024-03-19 17:19:15.627 +0530,806
214,how to pay fee,"you can pay the registration fee through online or offline mode. for online payment, you can use credit/debit cards or net banking. for offline payment, you can visit the registration desk near the main gate and pay through cash or card. please check the yugam website or contact the organizers for more details.",2024-03-19 18:08:06.930 +0530,7683
407,do you have any dress code?,"yes, there is a dress code for the event. please check the event page for more details.",2024-03-19 23:24:13.813 +0530,10373
196,data fiesta,"😃

datafiesta: data story unleashed 🎉 is an upcoming event on march 21, 2024, at 4:30 pm ist. it's a unique blend of data interpretation and storytelling, where participants can explore the dynamic world of data through creative lenses. whether you're a data enthusiast, storyteller, or both, this event promises an evening of inspiration and camaraderie. 🤝

top 4 recommended events/workshops: 🎯

1. datafiesta: data story unleashed 🎉 (march 21, 2024, 4:30 pm ist) - explore the dynamic world of data interpretation through creative lenses.
2. #yug-w-74 data engineering (march 20, 2024, 10:00 am ist) - dive into the world of data engineering and unlock the secrets of data-driven success.
3. #yug-e-20 data fiesta: data story unleashed (march 21, 2024, 4:30 pm ist) - welcome to datafiesta: data story unleashed, where the convergence of data and storytelling takes center stage.
4. #yug-w-74 data engineering (march 20, 2024, 10:00 am ist) - discover how data engineering shapes industries like e-commerce, healthcare, finance, and media through engaging use cases and success stories.

hope this helps, jeyanth! 😊",2024-03-19 17:19:32.396 +0530,806
197,how to create a team?,hey david! 👋 creating a team for yugam is super easy! just find some friends who share the same interests as you and want to participate in the events. you can also check the event page for any open teams that need members. good luck! 😊,2024-03-19 17:24:56.308 +0530,9513
198,will refund provided incase we can't able to come to the event,"and i'm sure you'll have a great time! 🎉 unfortunately, tickets cannot be refunded or transferred. however, you can always attend the event and enjoy the various activities and workshops. don't miss out on the fun! 😃",2024-03-19 17:42:56.874 +0530,8266
200,if there is refund  option,"including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. unfortunately, there is no refund option for the events or workshops in yugam. however, you can always attend the events and workshops that interest you the most! 😊",2024-03-19 17:48:13.921 +0530,7976
201,if there is refund option??,"i'm afraid there is no refund option for yugam events and workshops. all tickets are non-transferable and non-refundable. however, you can still attend the event and enjoy the various activities and sessions. please ensure you have your registration details and id card ready to gain entry into the venue. if you have any further questions or concerns, feel free to ask!",2024-03-19 17:48:55.175 +0530,7976
202,can we pay the general event fee on spot,"yes, you can pay the general event fee on spot during the event. please check the event details for the payment options available. 
     have a great day!",2024-03-19 17:49:43.567 +0530,7994
203,how about the sports quiz event?,"4:30 pm, looks super exciting! 🏈🏆 it's a great opportunity to test your knowledge of sports and win some amazing prizes! 🎁 plus, praveen jeyaraj is an amazing quiz master, and you're guaranteed to have a blast! 😃 so, what do you say? are you ready to show off your sports knowledge? 🤔 let me know if you need any more details! 😊",2024-03-19 17:50:17.752 +0530,7994
204,sports quiz starting time?,"hi adithi! 👋 the "" #yug-e-37 sports quiz "" event starting time is on 2024-03-21 04:30:00+00:00. 🕰️ you can join us for an exciting and engaging sports quiz with an opportunity to showcase your knowledge of sports. 🏈 we hope to see you there! 😊",2024-03-19 17:50:58.044 +0530,7994
205,can you check whether iam registered for sports quiz,"i apologize, but i don't have access to your registration status for the "" #yug-e-37 sports quiz "" event. however, i can suggest that you check your registration status on the yugam platform or contact the event organizers directly for more information. good luck!",2024-03-19 17:51:39.386 +0530,7994
207,my name was wrong in my profile .,"that's unfortunate to hear! 😔 don't worry, you can always reach out to the yugam team to get your profile corrected. they'll be more than happy to help you out! 😊 just send them a message and they'll take care of it for you. 😊 have a great day! 😊",2024-03-19 17:59:28.932 +0530,4037
208,how can i change the name,hi aswin! 😊 you can change your name by visiting the registration desk at yugam. they will guide you through the process and help you with any questions you may have. 😊,2024-03-19 17:59:50.924 +0530,4037
209,can pay amt at the time of event,"yes, you can pay the amount at the time of event. yugam provides various payment options for the convenience of the participants. you can choose the payment method that suits you the best.
     please check the event page or contact the organizer for more details on payment options.
     have a great day!",2024-03-19 18:00:19.418 +0530,4037
210,how to register for events,"great to know that you are interested in yugam! 
     to register for events, please visit our website yugam.in and click on the ""register"" button. 
     fill in the required details and make the payment. 
     once registered, you will receive a confirmation email with details of the event. 
     don't miss out on this amazing opportunity to attend some of the most exciting events in yugam! 


please let me know if you have any other questions.",2024-03-19 18:02:51.312 +0530,7683
211,"i am writing to request a refund for my pass to the upcoming [event name] scheduled for [date of event]. due to unforeseen personal reasons, i will no longer be able to attend.  i understand there may be a refund policy, and i would be grateful if you could consider my request.  please let me know how to proceed with the refund. i can provide any additional information you need.","i apologize, but we cannot provide a refund for your pass to the upcoming [event name]. our policy is strictly no refunds, and we cannot make any exceptions. however, you can transfer your pass to another person or use it for a future event. please let me know if you have any other questions or concerns.",2024-03-19 18:05:32.209 +0530,4548
212,for what events we have to pay fee,"for the events you are interested in, you will have to pay a fee. the fee details for each event are mentioned in the event description. please check the event details to know the fee amount.
     you can also check the event schedule and timing to plan your participation accordingly.
     have a great day!",2024-03-19 18:05:45.259 +0530,7683
408,gimme the page link,📚 page link for yugam24 events and workshops: <https://yugam.in/events/>,2024-03-19 23:24:42.459 +0530,10373
215,ok thank you,"including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🎉 there are 156+ events and 63+ workshops in yugam, and i recommend checking out the top 4 events/workshops that align with your interests! 🤔 can i help you find them? 😊",2024-03-19 18:08:33.313 +0530,4548
216,will you pls send the schedule of the events,"i can recommend some of the top events happening at yugam that you might be interested in attending. these include "" #yug-e-30 சகலகலாவல்லவன் "", "" #yug-e-26 கோடம்பாக்கம் "", "" #yug-e-113 தனித்தமிழ் பேசுவோம் "", and "" #yug-e-114 வினாடி வினா "". these events are sure to be exciting and informative, and i highly recommend checking them out. let me know if you have any other questions!",2024-03-19 18:08:40.256 +0530,7683
217,is there any events in 22 march,"i apologize, but i don't have access to the most up-to-date information on yugam's events schedule. however, i can suggest some of the top events and workshops that are happening during yugam, based on the information provided in the context. please let me know if you are interested, and i will be happy to recommend some events that might be of interest to you.",2024-03-19 18:09:05.599 +0530,7683
218,explain me the refund policy,"🤔 refund policy? 🤓 yugam is committed to providing a smooth and hassle-free experience for all our attendees. unfortunately, we don't offer refunds for any reason, including cancellations or no-shows. however, you can transfer your ticket to someone else if you're unable to attend. please reach out to our support team for more information. 😊",2024-03-19 18:11:45.174 +0530,4548
219,how to reach out your support team,"thanks for reaching out! for any support or queries related to yugam, you can reach out to our support team through the contact details provided on our website. alternatively, you can also reach out to us through our social media handles or email us directly. we're here to help! 😊",2024-03-19 18:12:09.880 +0530,4548
220,i need refund,i cannot provide any information regarding refunds as it is not mentioned in the provided context. please let me know if you have any other questions or if there's anything else i can help you with! 😊,2024-03-19 18:13:45.321 +0530,9736
221,i am unable to attend the compection,"😃 i understand that you're unable to attend the competition. 🤔 don't worry, there are plenty of other exciting events and workshops happening at yugam! 🎉 why don't you check out the schedule and see if there's anything that catches your interest? 📅 you might discover something new and exciting! 😃 let me know if you need any help finding the right event or workshop for you! 😊",2024-03-19 18:15:02.701 +0530,9736
222,how to get refund the registrtion amount,"i don't have access to the refund policy of yugam. however, i suggest you contact the organizers directly for any queries or concerns regarding refunds. they will be able to provide you with the most accurate and up-to-date information.",2024-03-19 18:15:47.218 +0530,9736
223,contact details,"the ultimate techno-cultural fest for information science and engineering students like you! 🚀 we've got some amazing events and workshops lined up for you, and i can't wait for you to experience them! 🎉 can i have your contact details so i can keep you updated on the latest happenings? 📲",2024-03-19 18:16:15.528 +0530,9736
224,yug2412714,"including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and many more! 🎉 it's a great opportunity to network, learn, and showcase your skills. 💡 would you like to know more about it? 😊",2024-03-19 18:17:23.112 +0530,10187
225,can everyone book proshow tickets,"😊
     pro shows are open to all, and everyone can book tickets for their preferred show. however, please note that tickets are limited, and popular shows may sell out quickly. it's best to book your tickets in advance to avoid any inconvenience. have a great day! 😊",2024-03-19 18:17:33.899 +0530,1924
226,can proshows be book for the person who is not a college student,"regardless of their college status! 🎉 yes, pro shows can be booked by anyone, and it's a wonderful opportunity to enjoy some amazing performances with your friends and family! 🤩 don't miss out on the fun, book your tickets now! 🎟️",2024-03-19 18:18:01.773 +0530,1924
227,what are the rules for code2duo,code2duo  rules are not mentioned in given context. please check the event page for the rules and regulations of the event.,2024-03-19 18:27:51.241 +0530,3437
228,elaborate more,"😊

thanks for reaching out! 😊

wow, you're studying computer science and engineering! 🤖 that's really cool! 😃

i'm glad you're interested in yugam! 🎉 it's a great platform to learn and grow, and i'm sure you'll have a blast there! 😄

as for the workshops, there are some really interesting ones lined up! 🤔 have you checked them out yet? 🤔

i highly recommend the "" #yug-w-73 introduction to quantum computing "" workshop! 🚀 it's a great opportunity to learn from an esteemed expert in the field! 💡

and hey, it's free! 🎁 so, you should definitely check it out! 😃

let me know if you need any more recommendations or have any other questions! 😊

hope to see you at yugam! 🎉",2024-03-19 18:28:04.468 +0530,3437
229,team activation link is showing error,"you can explore the various events and workshops happening at yugam, and find the ones that interest you the most. don't miss out on this amazing opportunity to learn, grow, and network with like-minded individuals!",2024-03-19 18:31:57.754 +0530,6353
230,what about sean roldan pro show,"with his infectious energy, soulful compositions, and captivating lyrics. don't miss out on this electrifying evening of musical ecstasy! 💥 get your tickets now and experience the zenith of musical brilliance! 🌟",2024-03-19 18:32:05.247 +0530,2423
231,is refund possible for pro show ticket,"i apologize, but refunds are not possible for pro show tickets. please ensure you check the terms and conditions before making any payment.",2024-03-19 18:32:42.583 +0530,2423
269,i need refund,i cannot provide any information regarding refunds as it is not mentioned in the provided context. please let me know if you have any other questions or if there's anything else i can help you with! 😊,2024-03-19 19:18:04.047 +0530,3649
232,how to download pro show ticket,"and we're super excited! 🎉 pro shows are going to be lit, and we can't wait for you to witness sean roldan live in concert and masala coffee band perform live! 🎶 to download your pro show ticket, please visit the registration desk near the main gate on the day of the fest. show your sms or email confirmation, and you'll get your entry pass/id card. don't miss out on the magic! 😃",2024-03-19 18:33:00.702 +0530,2423
233,what time sean roldan pro show starts,hi yuvan! 😊 sean roldan pro show starts at 6:30 pm on 23rd march 2024. don't miss it! 🎉 it's going to be an amazing evening of musical ecstasy! 😍,2024-03-19 18:34:40.223 +0530,2423
234,what time sean roldan pro show ends,sean roldan pro show ends at 10:00 pm on 23rd march 2024.,2024-03-19 18:35:53.284 +0530,2423
235,location for sean roldan pro show,coimbatore. 🎶 it's going to be an amazing experience! 😍 you should definitely attend it! 🎟️,2024-03-19 18:36:46.609 +0530,2423
236,is food free for participants?,"thank you for reaching out! 😊
     yes, food is free for all participants at yugam! 🍔🥤🌮
     enjoy your time at yugam and have a great experience! 😊


please let me know if you have any other questions or if there's anything else i can help you with! 😊",2024-03-19 18:37:08.950 +0530,3063
237,is sean roldan pro show is indoor or outdoor,hi yuvan! 😊 sean roldan pro show is an outdoor event. 🌳 enjoy the musical extravaganza under the open sky! 🎶,2024-03-19 18:37:19.721 +0530,2423
