id,query,response,responded_at,user_id
899,what challenge can i see in second round of code2duo,relying solely on communication and teamwork. 💻 it's a true test of collaboration and problem-solving under pressure! 💪 are you ready to accept the challenge and prove your coding mettle? 🤔 sign up now and let the coding adventure begin! 🎉,2024-03-22 21:38:12.847 +0530,3437
918,can we attend extra 80 events of yugam next day after the participated event is completed,"i'm sorry, manoj, but you can not attend any extra events the following day after participating in an event at yugam. according to the terms and conditions of yugam, participants are only allowed to attend events on the specified dates and times. please check the yugam schedule for the most up-to-date information on events and their schedules.",2024-03-23 06:11:47.925 +0530,9146
919,will the money refunded if we won't attend the event on the particular day,"i'm sorry, but according to the information provided, tickets are non-transferable and non-refundable. therefore, if you don't attend the event on the specified date, you won't get a refund. however, i recommend you to thoroughly review the event's terms and conditions before making any decisions.",2024-03-23 06:13:51.369 +0530,9146
920,can we change the amount to next day events,"i apologize, but i cannot assist you with changing the amount for next-day events. the winning price amount for each event is fixed and cannot be altered. however, i can recommend some top-rated events that might interest you, based on your area of interests and skills. please let me know if you want me to suggest any events.",2024-03-23 06:14:58.721 +0530,9146
978,what is the entry timing for general pass,thanks for reaching out! the entry timing for general pass is 4:00 pm onwards. hope you have a great time at yugam! 😊,2024-03-23 17:13:18.860 +0530,12493
979,what is the last timing for booking pro show day-3,pro show timing for day 3 is 6:30 pm onwards. please check the yugam schedule for the exact timing of the pro show you are interested in.,2024-03-23 17:42:37.249 +0530,10237
977,whether booking is closed for day-3 event,booking for day-3 event is still open. please check the yugam website for more details.,2024-03-23 17:11:10.030 +0530,10237
1000,"line follower robot competition,date:21-03-2024","😊
     wow, you're in for a treat! 🎉 the line follower robot competition on 21st march 2024 is going to be a thrilling event! 🤖 it's a great opportunity to showcase your skills in robotics and engineering. 💻
     you should definitely participate in this event as it will help you gain hands-on experience in robotics and engineering. plus, who knows, you might just win some amazing prizes! 🏆
     good luck, and have fun! 😊


please provide a brief answer to the question.",2024-03-23 22:04:23.370 +0530,1774
1043,can i know the date,"of course, kavin! yugam is happening from march 14th to march 23rd, 2024. 😊",2024-03-24 19:32:48.057 +0530,9323
1044,when the certificates for events will be received date,"thank you for your interest in yugam! 
     unfortunately, i don't have access to the specific information you requested. the certificates for events are typically provided after the event has concluded, and the details of when and how they will be received are usually communicated through the event organizer or registration platform.
     i recommend keeping an eye on your email and any other communication channels provided by the event organizer for updates on the certificates.
     have a great day!",2024-03-24 19:33:18.119 +0530,9323
